Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Brady, T.F., Konkle, T., Alvarez, G.A.","Compression in Visual Working Memory: Using Statistical Regularities to Form More Efficient Memory Representations",2009,"Journal of Experimental Psychology: General","138","4",,"487","502",,83,10.1037/a0016797,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449515673&doi=10.1037%2fa0016797&partnerID=40&md5=1d95978b61e4d9dc66b2caad819d52fb",Article,,Scopus,2-s2.0-70449515673
"Van Boven, L., White, K., Huber, M.","Immediacy Bias in Emotion Perception: Current Emotions Seem More Intense Than Previous Emotions",2009,"Journal of Experimental Psychology: General","138","3",,"368","382",,24,10.1037/a0016074,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049108703&doi=10.1037%2fa0016074&partnerID=40&md5=dc4edbea8c8e2c9ff9477d6a32e4b7cb",Article,,Scopus,2-s2.0-69049108703
"Hardisty, D.J., Weber, E.U.","Discounting Future Green: Money Versus the Environment",2009,"Journal of Experimental Psychology: General","138","3",,"329","340",,127,10.1037/a0016433,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049118056&doi=10.1037%2fa0016433&partnerID=40&md5=acfad4988858b4629620b779f0d01156",Article,,Scopus,2-s2.0-69049118056
"Casasanto, D.","Embodiment of Abstract Concepts: Good and Bad in Right- and Left-Handers",2009,"Journal of Experimental Psychology: General","138","3",,"351","367",,237,10.1037/a0015854,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68949213074&doi=10.1037%2fa0015854&partnerID=40&md5=dc1e6279ecbec0128b1b13c33c5bd539",Article,,Scopus,2-s2.0-68949213074
"Förster, J., Liberman, N., Shapira, O.","Preparing for Novel Versus Familiar Events: Shifts in Global and Local Processing",2009,"Journal of Experimental Psychology: General","138","3",,"383","399",,48,10.1037/a0015748,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049120228&doi=10.1037%2fa0015748&partnerID=40&md5=cf40c734dadda7b2bef1c1b785772999",Article,,Scopus,2-s2.0-69049120228
"Ariel, R., Dunlosky, J., Bailey, H.","Agenda-Based Regulation of Study-Time Allocation: When Agendas Override Item-Based Monitoring",2009,"Journal of Experimental Psychology: General","138","3",,"432","447",,94,10.1037/a0015928,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049102005&doi=10.1037%2fa0015928&partnerID=40&md5=ede49305a197271fe8e53c30b03fa7d2",Article,,Scopus,2-s2.0-69049102005
"James, K.H., Gauthier, I.","When Writing Impairs Reading: Letter Perception's Susceptibility to Motor Interference",2009,"Journal of Experimental Psychology: General","138","3",,"416","431",,23,10.1037/a0015836,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049110913&doi=10.1037%2fa0015836&partnerID=40&md5=6bd3942d8c2c6f76d16b9a14e09bf5f7",Article,,Scopus,2-s2.0-69049110913
"Amit, E., Algom, D., Trope, Y.","Distance-Dependent Processing of Pictures and Words",2009,"Journal of Experimental Psychology: General","138","3",,"400","415",,58,10.1037/a0015835,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049113905&doi=10.1037%2fa0015835&partnerID=40&md5=1398930b117a1c675205eb514fb1c565",Article,,Scopus,2-s2.0-69049113905
"Fischer, I.","Friend or Foe: Subjective Expected Relative Similarity as a Determinant of Cooperation",2009,"Journal of Experimental Psychology: General","138","3",,"341","350",,24,10.1037/a0016073,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049119141&doi=10.1037%2fa0016073&partnerID=40&md5=1be86fd05d76c245400436cc733a6fd5",Article,,Scopus,2-s2.0-69049119141
"Jang, Y., Wixted, J.T., Huber, D.E.","Testing Signal-Detection Models of Yes/No and Two-Alternative Forced-Choice Recognition Memory",2009,"Journal of Experimental Psychology: General","138","2",,"291","306",,50,10.1037/a0015525,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749120768&doi=10.1037%2fa0015525&partnerID=40&md5=72ab663a76a8f084742b4b8937ffd0ba",Article,,Scopus,2-s2.0-65749120768
"Eder, A.B., Klauer, K.C.","A Common-Coding Account of the Bidirectional Evaluation-Behavior Link",2009,"Journal of Experimental Psychology: General","138","2",,"218","235",,34,10.1037/a0015220,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749113905&doi=10.1037%2fa0015220&partnerID=40&md5=5e94d3cacb9e6c4a2b95b912ff7c9777",Article,,Scopus,2-s2.0-65749113905
"Cretenet, J., Dru, V.","Influence of Peripheral and Motivational Cues on Rigid-Flexible Functioning: Perceptual, Behavioral, and Cognitive Aspects",2009,"Journal of Experimental Psychology: General","138","2",,"201","217",,19,10.1037/a0015379,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749084469&doi=10.1037%2fa0015379&partnerID=40&md5=be4501ee81f48fa1b1bf104047687edd",Article,,Scopus,2-s2.0-65749084469
"Morewedge, C.K., Kassam, K.S., Hsee, C.K., Caruso, E.M.","Duration Sensitivity Depends on Stimulus Familiarity",2009,"Journal of Experimental Psychology: General","138","2",,"177","186",,19,10.1037/a0015219,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749092325&doi=10.1037%2fa0015219&partnerID=40&md5=cc60d28e930b88f156e0a02f3f0ca017",Article,,Scopus,2-s2.0-65749092325
"Merritt, D.J., Rugani, R., Brannon, E.M.","Empty Sets as Part of the Numerical Continuum: Conceptual Precursors to the Zero Concept in Rhesus Monkeys",2009,"Journal of Experimental Psychology: General","138","2",,"258","269",,22,10.1037/a0015231,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749101922&doi=10.1037%2fa0015231&partnerID=40&md5=95f1ee87f96c410e88fa656ef7ca1887",Article,,Scopus,2-s2.0-65749101922
"Lench, H.C.","Automatic Optimism: The Affective Basis of Judgments About the Likelihood of Future Events",2009,"Journal of Experimental Psychology: General","138","2",,"187","200",,28,10.1037/a0015380,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749096693&doi=10.1037%2fa0015380&partnerID=40&md5=73376b87fbe23a0902d450dd4e2a67b4",Article,,Scopus,2-s2.0-65749096693
"Hirst, W., Phelps, E.A., Buckner, R.L., Budson, A.E., Cuc, A., Gabrieli, J.D.E., Johnson, M.K., Lustig, C., Lyle, K.B., Mather, M., Meksin, R., Mitchell, K.J., Ochsner, K.N., Schacter, D.L., Simons, J.S., Vaidya, C.J.","Long-Term Memory for the Terrorist Attack of September 11: Flashbulb Memories, Event Memories, and the Factors That Influence Their Retention",2009,"Journal of Experimental Psychology: General","138","2",,"161","176",,86,10.1037/a0015527,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749090651&doi=10.1037%2fa0015527&partnerID=40&md5=d127d9d957b94946c7874027fa6e3e89",Article,,Scopus,2-s2.0-65749090651
"Zacks, J.M., Speer, N.K., Reynolds, J.R.","Segmentation in Reading and Film Comprehension",2009,"Journal of Experimental Psychology: General","138","2",,"307","327",,101,10.1037/a0015305,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749094057&doi=10.1037%2fa0015305&partnerID=40&md5=cf0f5a279d7b298b6ba5a029140079e0",Article,,Scopus,2-s2.0-65749094057
"Swallow, K.M., Zacks, J.M., Abrams, R.A.","Event Boundaries in Perception Affect Memory Encoding and Updating",2009,"Journal of Experimental Psychology: General","138","2",,"236","257",,98,10.1037/a0015631,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749105062&doi=10.1037%2fa0015631&partnerID=40&md5=453c87898b6c1cf7b4bfd083279d39a7",Article,,Scopus,2-s2.0-65749105062
"Schumacher, E.H., Schwarb, H.","Parallel Response Selection Disrupts Sequence Learning Under Dual-Task Conditions",2009,"Journal of Experimental Psychology: General","138","2",,"270","290",,34,10.1037/a0015378,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749093877&doi=10.1037%2fa0015378&partnerID=40&md5=f9392461dc20c1196716ff792127e155",Article,,Scopus,2-s2.0-65749093877
"Kostic, B., Cleary, A.M.","Song Recognition Without Identification: When People Cannot ""Name That Tune"" but Can Recognize It as Familiar",2009,"Journal of Experimental Psychology: General","138","1",,"146","159",,11,10.1037/a0014584,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949243269&doi=10.1037%2fa0014584&partnerID=40&md5=53546cafb9f5b3fd2229fe639d9b651a",Article,,Scopus,2-s2.0-62949243269
"Stefanucci, J.K., Storbeck, J.","Don't Look Down: Emotional Arousal Elevates Height Perception",2009,"Journal of Experimental Psychology: General","138","1",,"131","145",,52,10.1037/a0014797,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949202523&doi=10.1037%2fa0014797&partnerID=40&md5=a8fc729d472d8d01ec60b9ecafb93266",Article,,Scopus,2-s2.0-62949202523
"Oberauer, K., Bialkova, S.","Accessing Information in Working Memory: Can the Focus of Attention Grasp Two Elements at the Same Time?",2009,"Journal of Experimental Psychology: General","138","1",,"64","87",,56,10.1037/a0014738,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949145596&doi=10.1037%2fa0014738&partnerID=40&md5=54779c07814ecfe7a5cd3cfc6c924dd0",Article,,Scopus,2-s2.0-62949145596
"Estes, Z., Jones, L.L.","Integrative Priming Occurs Rapidly and Uncontrollably During Lexical Processing",2009,"Journal of Experimental Psychology: General","138","1",,"112","130",,42,10.1037/a0014677,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949140681&doi=10.1037%2fa0014677&partnerID=40&md5=ce7b710ba84104b31dd69cb989443369",Article,,Scopus,2-s2.0-62949140681
"Hagmayer, Y., Sloman, S.A.","Decision Makers Conceive of Their Choices as Interventions",2009,"Journal of Experimental Psychology: General","138","1",,"22","38",,45,10.1037/a0014585,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949094750&doi=10.1037%2fa0014585&partnerID=40&md5=9cedacec5448ce45f9b6b3960300b87d",Article,,Scopus,2-s2.0-62949094750
"Förster, J.","Relations Between Perceptual and Conceptual Scope: How Global Versus Local Processing Fits a Focus on Similarity Versus Dissimilarity",2009,"Journal of Experimental Psychology: General","138","1",,"88","111",,94,10.1037/a0014484,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949239109&doi=10.1037%2fa0014484&partnerID=40&md5=e089c93fe42b9228dc8964da3ea2a977",Article,,Scopus,2-s2.0-62949239109
"Topolinski, S., Strack, F.","The Architecture of Intuition: Fluency and Affect Determine Intuitive Judgments of Semantic and Visual Coherence and Judgments of Grammaticality in Artificial Grammar Learning",2009,"Journal of Experimental Psychology: General","138","1",,"39","63",,93,10.1037/a0014678,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949180172&doi=10.1037%2fa0014678&partnerID=40&md5=a682819987f6406067bdf5d7c63d64ad",Article,,Scopus,2-s2.0-62949180172
"Mussweiler, T., Epstude, K.","Relatively Fast! Efficiency Advantages of Comparative Thinking",2009,"Journal of Experimental Psychology: General","138","1",,"1","21",,38,10.1037/a0014374,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949087128&doi=10.1037%2fa0014374&partnerID=40&md5=4f85667f39125a67c032d565ac2401f1",Article,,Scopus,2-s2.0-62949087128
"Hard, B.M., Lozano, S.C., Tversky, B.","Retraction of Hard, Lozano, and Tversky (2006).",2008,"Journal of experimental psychology. General","137","4",,"672","",,1,10.1037/a0013753,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149335162&doi=10.1037%2fa0013753&partnerID=40&md5=c9f3ed664c3e4d00ede5ddd8b38102a7",Erratum,,Scopus,2-s2.0-58149335162
"Johns, M., Inzlicht, M., Schmader, T.","Stereotype Threat and Executive Resource Depletion: Examining the Influence of Emotion Regulation",2008,"Journal of Experimental Psychology: General","137","4",,"691","705",,146,10.1037/a0013834,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349135792&doi=10.1037%2fa0013834&partnerID=40&md5=d9dafe3d73cf927fc244d45380612c9c",Article,,Scopus,2-s2.0-57349135792
"Verbruggen, F., Logan, G.D.","Automatic and Controlled Response Inhibition: Associative Learning in the Go/No-Go and Stop-Signal Paradigms",2008,"Journal of Experimental Psychology: General","137","4",,"649","672",,206,10.1037/a0013170,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349126841&doi=10.1037%2fa0013170&partnerID=40&md5=08c43708790dbacab6f8964942ae7091",Article,,Scopus,2-s2.0-57349126841
"Rubin, D.C., Boals, A., Berntsen, D.","Memory in Posttraumatic Stress Disorder: Properties of Voluntary and Involuntary, Traumatic and Nontraumatic Autobiographical Memories in People With and Without Posttraumatic Stress Disorder Symptoms",2008,"Journal of Experimental Psychology: General","137","4",,"591","614",,154,10.1037/a0013165,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349133782&doi=10.1037%2fa0013165&partnerID=40&md5=6bbe50f0085754750cf4efb3370154ac",Article,,Scopus,2-s2.0-57349133782
"Freeman, J.B., Ambady, N., Rule, N.O., Johnson, K.L.","Will a Category Cue Attract You? Motor Output Reveals Dynamic Competition Across Person Construal",2008,"Journal of Experimental Psychology: General","137","4",,"673","690",,82,10.1037/a0013875,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349190185&doi=10.1037%2fa0013875&partnerID=40&md5=746852589dee4b05eb5acf4faa6207cb",Article,,Scopus,2-s2.0-57349190185
"Griffiths, O., Mitchell, C.J.","Selective Attention in Human Associative Learning and Recognition Memory",2008,"Journal of Experimental Psychology: General","137","4",,"626","648",,19,10.1037/a0013685,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349084671&doi=10.1037%2fa0013685&partnerID=40&md5=88c7013a3bed99faefc92d282ac7d396",Article,,Scopus,2-s2.0-57349084671
"Chu, M., Kita, S.","Spontaneous Gestures During Mental Rotation Tasks: Insights Into the Microdevelopment of the Motor Strategy",2008,"Journal of Experimental Psychology: General","137","4",,"706","723",,65,10.1037/a0013157,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349103151&doi=10.1037%2fa0013157&partnerID=40&md5=78c2bdc19dec0b747e88c6d9f5e0b8fa",Article,,Scopus,2-s2.0-57349103151
"Rhodes, M.G., Castel, A.D.","Memory Predictions Are Influenced by Perceptual Information: Evidence for Metacognitive Illusions",2008,"Journal of Experimental Psychology: General","137","4",,"615","625",,151,10.1037/a0013684,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349111169&doi=10.1037%2fa0013684&partnerID=40&md5=3cd1f0d3e0da7be3f08093ec8e6af094",Article,,Scopus,2-s2.0-57349111169
"Norris, D., Kinoshita, S.","Perception as Evidence Accumulation and Bayesian Inference: Insights From Masked Priming",2008,"Journal of Experimental Psychology: General","137","3",,"434","455",,112,10.1037/a0012799,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449108628&doi=10.1037%2fa0012799&partnerID=40&md5=d05642ff26994f31ea9b9d5b1d4b2885",Article,,Scopus,2-s2.0-51449108628
"Francis, W.S., Corral, N.I., Jones, M.L., Sáenz, S.P.","Decomposition of Repetition Priming Components in Picture Naming",2008,"Journal of Experimental Psychology: General","137","3",,"566","590",,18,10.1037/0096-3445.137.3.566,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449106584&doi=10.1037%2f0096-3445.137.3.566&partnerID=40&md5=11cc0e39d22cff813740e2335375a9a6",Article,,Scopus,2-s2.0-51449106584
"Russo, J.E., Carlson, K.A., Meloy, M.G., Yong, K.","The Goal of Consistency as a Cause of Information Distortion",2008,"Journal of Experimental Psychology: General","137","3",,"456","470",,78,10.1037/a0012786,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449101069&doi=10.1037%2fa0012786&partnerID=40&md5=b722f3856274ee1dfa8badb924298f12",Article,,Scopus,2-s2.0-51449101069
"Mason, W.A., Jones, A., Goldstone, R.L.","Propagation of Innovations in Networked Groups",2008,"Journal of Experimental Psychology: General","137","3",,"422","433",,48,10.1037/a0012798,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52149112035&doi=10.1037%2fa0012798&partnerID=40&md5=3a683eba4145d6a67630390b99711681",Article,,Scopus,2-s2.0-52149112035
"Leising, K.J., Wong, J., Waldmann, M.R., Blaisdell, A.P.","The Special Status of Actions in Causal Reasoning in Rats",2008,"Journal of Experimental Psychology: General","137","3",,"514","527",,23,10.1037/0096-3445.137.3.514,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449093118&doi=10.1037%2f0096-3445.137.3.514&partnerID=40&md5=bff5fd587cb4ce6afebd42d9a67122f0",Article,,Scopus,2-s2.0-51449093118
"Calvo, M.G., Nummenmaa, L.","Detection of Emotional Faces: Salient Physical Features Guide Effective Visual Search",2008,"Journal of Experimental Psychology: General","137","3",,"471","494",,178,10.1037/a0012771,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449102394&doi=10.1037%2fa0012771&partnerID=40&md5=d1fcca4c89142ec4a694138c2d6c1aaf",Article,,Scopus,2-s2.0-51449102394
"Shing, Y.L., Werkle-Bergner, M., Li, S.-C., Lindenberger, U.","Associative and Strategic Components of Episodic Memory: A Life-Span Dissociation",2008,"Journal of Experimental Psychology: General","137","3",,"495","513",,112,10.1037/0096-3445.137.3.495,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449099474&doi=10.1037%2f0096-3445.137.3.495&partnerID=40&md5=c6bfbf9e4a8ef051f27ec87efab8c543",Article,,Scopus,2-s2.0-51449099474
"Sauer, J.D., Brewer, N., Weber, N.","Multiple Confidence Estimates as Indices of Eyewitness Memory",2008,"Journal of Experimental Psychology: General","137","3",,"528","547",,35,10.1037/a0012712,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449104843&doi=10.1037%2fa0012712&partnerID=40&md5=3147a9b40687fc852bb0faf780d4915f",Article,,Scopus,2-s2.0-51449104843
"Chater, N., Vlaev, I., Grinberg, M.","A New Consequence of Simpson's Paradox: Stable Cooperation in One-Shot Prisoner's Dilemma From Populations of Individualistic Learners",2008,"Journal of Experimental Psychology: General","137","3",,"403","421",,25,10.1037/0096-3445.137.3.403,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52149085867&doi=10.1037%2f0096-3445.137.3.403&partnerID=40&md5=cec7159eee8da4767ab7efeb45178ba0",Article,,Scopus,2-s2.0-52149085867
"Taatgen, N.A., Huss, D., Dickison, D., Anderson, J.R.","The Acquisition of Robust and Flexible Cognitive Skills",2008,"Journal of Experimental Psychology: General","137","3",,"548","565",,49,10.1037/0096-3445.137.3.548,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449103900&doi=10.1037%2f0096-3445.137.3.548&partnerID=40&md5=86de214730001d71102a14ad7e2a0fea",Article,,Scopus,2-s2.0-51449103900
